Fullname,Nationality,Age,Club,Caps,Goals,Date Joined,Contract Ends,,Birthsday,Start year,Best position,Goalkeeper,Defender Central,Defender Right,Defender Left,Wingback right,Wingback left,Defensive midfielder,Midfielder Central,Midfielder right,Midfielder left,Attacking Midfielder Central,Attacking Midfielder right,Attacking Midfielder left,Center Forward,Right Forward,Left Forward,Goalkeeper,Sweeper,Defender,Defensive midfield,Midfield Center,Support,Attack,Right,Left,Centre,Ability,Potential,Reputation,Big Occasion,Character,Consistency,Technique,Passing,Heading,Shooting,Flair,Dribbling,Tackling,Stamina,Strenght,Pace,Jumping,Inj Prone %,Set Pieces,Positioning,Off The Ball,Marking,Creativity,Adaptability,Aggression,Determination,Dirtyness,Influence
Damien Duff,Republic Of Ireland,17,Blackburn,0,0,,,,2-3-1979,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,2,0,2,0,2,0,134,-1,105,0,0,0,0,0,50,85,70,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Kenna,Republic Of Ireland,25,Blackburn,17,0,,,,17-8-1970,01-07-1996,,0,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,120,0,105,0,0,9,35,25,45,40,10,35,90,95,60,0,0,0,50,65,55,50,40,60,75,75,20,70
David Worrell,Republic Of Ireland,18,Blackburn,0,0,,,,12-1-1978,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Davidson,Scotland,20,Blackburn,0,0,2,,,25-6-1976,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,131,-1,120,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Gallacher,Scotland,29,Blackburn,31,5,,,,23-11-1966,01-07-1996,,0,0,0,0,0,0,0,50,50,0,100,100,0,100,100,0,0,0,0,0,1,2,2,2,0,2,155,158,138,14,0,17,45,45,50,70,25,60,60,75,55,70,0,50,60,70,60,15,75,55,40,95,30,50
Colin Hendry,Scotland,30,Blackburn,27,1,,,,7-12-1965,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,2,0,0,0,1,0,0,2,153,155,150,20,5,15,20,5,100,55,5,5,100,100,85,35,0,30,15,100,20,40,20,70,100,100,65,100
Billy McKinlay,Scotland,27,Blackburn,20,4,,,,22-4-1969,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,138,165,120,0,12,12,60,65,20,60,45,60,55,75,75,50,0,20,75,60,75,65,20,65,55,95,60,85
Anders Andersson,Sweden,22,Blackburn,2,0,7,7,,15-3-1974,01-07-1996,,0,0,0,0,0,0,0,100,100,100,50,50,50,100,100,100,0,0,0,0,2,1,2,2,2,2,127,157,0,13,8,14,65,70,50,40,50,75,65,75,35,55,0,50,75,55,60,55,55,35,75,90,40,45
Marlon Broomes,England,18,Blackburn,0,0,,,,28-11-1977,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,134,-1,110,0,0,0,0,0,85,0,0,0,90,0,0,75,0,0,0,0,0,0,55,70,0,0,0,0
Martin Dahlin,Sweden,28,Blackburn,40,22,7,6,,16-4-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,0,1,2,0,0,2,150,150,130,14,9,11,70,50,75,85,75,65,60,80,70,70,0,60,50,65,65,50,75,45,60,50,60,70
Stephane Henchoz,Switzerland,22,Blackburn,21,0,,6,,7-3-1974,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,141,0,116,0,0,0,0,75,0,0,0,0,0,0,0,65,0,0,0,85,0,0,0,0,0,0,0,0
Tony Williams,Wales,18,Blackburn,0,0,,,,20-9-1977,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,80,-1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Croft,England,22,Blackburn,0,0,,,,17-2-1974,01-07-1996,,0,0,100,100,100,100,0,0,100,100,0,50,50,0,50,50,0,1,2,2,2,1,1,2,2,0,123,150,90,0,4,11,65,55,15,50,75,50,55,55,60,0,0,20,40,50,60,60,45,50,45,60,40,50
Gary Flitcroft,England,23,Blackburn,0,0,,,,6-11-1972,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,133,152,115,18,10,9,60,60,10,30,50,35,75,70,90,50,0,25,55,55,20,60,10,75,65,100,25,80
Tim Flowers,England,29,Blackburn,9,0,,,,3-2-1967,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,150,164,140,0,2,14,60,65,80,5,5,5,100,50,65,0,0,50,5,90,0,5,5,95,50,60,40,75
Wayne Gill,England,20,Blackburn,0,0,,,,28-11-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,0,0,5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Adam Reed,England,21,Blackburn,0,0,,,,18-2-1975,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,51,0,4,12,40,30,60,5,35,35,85,25,60,30,0,10,35,85,50,95,0,95,10,45,50,25
Stuart Ripley,England,28,Blackburn,1,0,,,,20-11-1967,01-07-1996,,0,0,0,0,0,0,0,0,100,100,0,100,100,0,50,50,0,0,0,0,2,2,1,2,1,0,132,135,128,14,2,15,45,50,35,50,20,75,50,100,60,60,0,50,50,50,50,20,70,50,40,95,30,50
Steven Banks,England,24,Blackpool,0,0,,,,9-2-1972,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,80,0,52,0,0,9,50,35,50,5,5,5,100,50,50,0,0,0,5,75,5,5,60,50,50,0,50,75
John Hills,England,18,Blackpool,0,0,,,,21-4-1978,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,80,0,55,0,0,0,0,0,0,0,0,55,0,95,55,60,0,0,90,0,85,0,0,0,0,0,0,0
David Linighan,England,31,Blackpool,0,0,,,,9-1-1965,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,104,150,89,15,15,14,5,10,90,25,5,10,70,15,65,0,0,80,5,5,5,65,10,10,95,80,65,65
Jason Lydiate,England,24,Blackpool,0,0,,,,29-10-1971,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Malkin,England,29,Blackpool,0,0,,,,4-6-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,2,2,1,1,2,90,107,65,20,5,0,10,35,85,70,5,30,65,65,95,60,0,50,30,65,90,35,55,80,50,100,30,85
Brett Ormerod,England,22,Blackpool,0,0,5,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,100,100,0,0,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Mike Phelan,England,33,Blackpool,1,0,,,,24-9-1962,01-07-1996,,0,50,50,50,100,100,100,100,100,100,0,0,0,0,0,0,0,2,1,2,2,0,0,1,1,2,60,138,45,12,3,14,50,60,50,15,5,5,90,65,50,0,0,60,15,65,35,70,30,60,60,70,20,75
Lee Philpott,England,26,Blackpool,0,0,,,,21-2-1970,01-07-1996,,0,0,0,0,0,0,0,100,0,100,50,0,50,50,0,50,0,0,0,0,2,1,1,0,2,1,95,95,72,0,0,11,30,25,45,35,10,40,25,45,55,0,0,0,40,50,35,35,60,65,50,90,30,50
Andy Preece,England,29,Blackpool,0,0,,,,27-3-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,50,50,100,100,100,0,0,0,0,0,1,2,1,2,2,70,90,40,11,12,8,20,30,55,50,20,15,15,20,50,75,0,45,45,40,35,25,15,35,25,70,40,75
John Reed,England,23,Blackpool,0,0,7,7,,27-8-1972,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,2,2,0,2,0,1,80,0,40,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Keith Russell,England,22,Blackpool,0,0,5,,,1-1-19        ,01-07-1996,,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Barnes,England,22,Blackpool,0,0,7,7,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Quinn,Northern Ireland,21,Blackpool,8,1,,,,15-12-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,110,-1,90,0,0,0,0,0,0,65,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Anton Rogan,Northern Ireland,30,Blackpool,18,0,,,,25-3-1966,01-07-1996,,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,78,78,43,11,15,6,30,35,50,35,35,35,100,20,50,65,0,100,50,45,70,85,55,65,85,50,50,55
Nigel Worthington,Northern Ireland,34,Blackpool,66,0,7,7,,4-11-1961,01-07-1996,,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,1,2,2,2,0,0,0,2,0,100,125,85,0,3,14,35,25,40,20,25,40,60,55,65,75,0,30,45,25,35,40,65,75,40,30,20,90
Michael Macari,Scotland,23,Blackpool,0,0,2,,,4-2-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Hughes,Wales,21,Blackpool,0,0,12,6,,2-8-1974,01-07-1996,,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,1,0,1,0,1,0,0,1,115,0,90,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Junior Bent,England,26,Blackpool,0,0,8,,,1-3-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,2,2,2,0,90,94,67,12,8,11,15,30,55,10,35,75,30,50,5,75,0,45,50,50,15,40,75,15,25,10,15,20
Mark Bonner,England,22,Blackpool,0,0,,,,7-6-1974,01-07-1996,,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Brabin,England,25,Blackpool,0,0,,,,9-12-1970,01-07-1996,,0,50,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,70,122,35,12,15,6,40,25,50,50,55,55,70,55,75,35,0,40,55,45,65,30,40,20,25,90,90,55
Marvin Bryan,England,20,Blackpool,0,0,,,,2-8-1975,01-07-1996,,0,0,100,0,0,0,0,0,100,0,0,50,0,0,0,0,0,0,2,0,2,1,0,2,0,0,98,0,73,0,0,0,75,0,0,60,0,80,0,0,90,75,0,0,0,0,0,0,0,0,0,0,0,0
Tony Butler,England,23,Blackpool,0,0,,,,28-9-1972,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,70,0,45,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Clarkson,England,27,Blackpool,0,0,,,,13-11-1968,01-07-1996,,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,2,2,2,1,1,2,60,60,52,7,10,17,35,25,90,55,5,40,30,20,25,0,0,60,20,20,80,25,25,50,55,40,55,50
Ben Dixon,England,21,Blackpool,0,0,,,,16-9-1974,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,50,120,25,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
 Lu≠s Carlos,Brazil,27,Boavista FC,0,0,6,,,29-8-1968,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Manuel Litos,Portugal,22,Boavista FC,0,0,,,,25-2-1974,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,140,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
 Lu≠s Manuel,Portugal,25,Boavista FC,0,0,6,,,6-11-1970,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
Joaquim Martelinho,Portugal,21,Boavista FC,0,0,,,,19-11-1974,01-07-1996,,0,0,0,0,0,0,0,0,50,0,0,100,0,0,100,0,0,0,0,0,1,2,2,2,0,0,115,-1,0,0,0,0,0,0,30,70,75,0,0,0,0,75,0,70,0,0,65,0,0,0,0,0,0,0
 Ricardo Pereira,Portugal,20,Boavista FC,0,0,,,,11-2-1976,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,120,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mˇrio Fernandes Silva,Portugal,19,Boavista FC,0,0,,,,24-4-1977,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Sousa,Portugal,29,Boavista FC,3,0,,,,31-3-1967,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,125,0,0,0,0,0,60,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,85,0,95
Jos? Tavares,Portugal,30,Boavista FC,8,0,,,,23-4-1966,01-07-1996,,0,50,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,140,140,121,4,7,16,60,70,50,30,55,55,75,75,0,35,0,40,35,35,0,60,60,0,60,85,75,100
Ion Timofte,Romania,28,Boavista FC,0,0,,,,16-12-1967,01-07-1996,,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,2,2,0,0,2,2,135,0,122,12,17,12,85,75,50,75,65,70,55,65,0,55,0,65,95,35,0,75,40,0,60,55,65,60
Russel Latapy,Trinidad and Tobago,27,Boavista FC,0,0,,,,2-8-1968,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Sasa Simic,Yugoslavia,27,Boavista FC,0,0,,,,22-4-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,2,0,2,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
 Alfredo,Portugal,33,Boavista FC,3,0,,,,5-10-1962,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,115,0,130,8,12,15,30,50,50,5,20,25,50,55,0,80,0,35,5,35,0,5,55,0,45,40,60,100
Jaime Alves,Portugal,31,Boavista FC,3,0,,,,28-3-1965,01-07-1996,,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Rui Bento,Portugal,24,Boavista FC,4,0,,6,,14-1-1972,01-07-1996,,0,100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,135,0,0,0,19,16,60,0,65,0,0,0,0,0,40,65,0,75,0,85,0,55,0,0,0,65,0,85
Jorge Couto,Portugal,26,Boavista FC,5,0,,6,,1-7-1970,01-07-1996,,0,0,0,0,0,0,0,0,100,100,0,50,50,0,0,0,0,0,0,0,2,1,0,2,1,0,124,125,141,9,12,19,65,60,40,45,70,75,55,65,0,0,0,50,75,40,0,60,60,0,50,50,60,40
 Cündido,Portugal,25,Boavista FC,0,0,6,,,18-2-1971,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,130,150,0,0,0,0,75,0,85,0,0,0,100,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Emanuel,Portugal,21,Boavista FC,0,0,,6,,11-2-1975,01-07-1996,,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,127,0,0,0,0,0,0,0,80,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,100,0,75,0
 H?lder,Portugal,23,Boavista FC,0,0,,6,,18-8-1972,01-07-1996,,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
 Isa≠as,Portugal,28,Boavista FC,0,0,,,,2-7-1967,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,120,0,0,0,10,8,35,60,90,50,0,0,0,0,95,40,0,50,65,40,0,70,0,0,0,75,0,60
 Joel,Portugal,21,Boavista,0,0,,,,1-1-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,50,50,100,100,100,0,0,0,0,0,1,2,1,1,2,101,152,94,0,0,7,70,0,35,0,0,80,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
Emilson Jacar?,Brazil,25,Boavista,0,0,,,,4-4-1971,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Quevedo,France,25,Boavista,0,0,7,,,8-5-1971,01-07-1996,,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,110,0,0,0,0,13,65,0,0,80,0,0,0,0,0,0,0,60,80,0,0,0,0,0,0,0,0,0
Kwane Ayew,Ghana,22,Boavista,0,0,7,,,28-12-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,0,50,100,0,100,0,0,0,0,0,1,2,0,1,2,145,145,125,11,16,12,65,60,60,70,65,70,50,55,65,50,0,45,65,70,60,30,65,70,45,55,50,60
 Delfim,Portugal,19,Boavista,0,0,7,,,5-2-1977,01-07-1996,,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,114,-1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0
Rui Miguel,Portugal,21,Boavista,0,0,,,,28-4-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,126,0,0,0,0,7,65,45,90,75,0,35,0,0,0,50,0,70,0,60,75,0,25,0,0,70,0,0
Jos? Horacio Basualdo,Argentina,32,Boca Juniors,36,0,,,,20-6-1964,01-07-1996,,0,0,100,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,133,176,106,13,8,11,55,50,40,60,60,55,35,50,40,30,0,30,80,30,35,50,60,85,50,70,30,90
Robert Acuna,Paraguay,24,Boca Juniors,0,0,,,,25-3-1972,01-07-1996,,0,0,0,0,0,0,0,100,100,0,50,50,0,0,0,0,0,0,0,0,2,1,0,2,0,1,152,152,139,12,14,15,55,70,50,55,75,70,45,50,60,45,0,80,60,65,85,50,70,70,35,75,50,65
Roberto Cabanas,Paraguay,29,Boca Juniors,0,0,,,,1-3-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,144,144,131,18,14,15,55,55,75,75,75,65,30,30,65,65,0,60,75,70,45,35,30,55,55,50,45,80
Sergio Martinez,Uruguay,27,Boca Juniors,0,0,,,,15-2-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,50,0,100,100,0,0,0,0,0,0,1,2,1,0,2,147,147,132,14,10,14,80,70,55,80,75,70,55,60,65,65,0,95,70,75,80,30,65,70,50,75,60,55
Diego Cagna,Argentina,22,Boca Juniors,0,0,,,,1-1-1974,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,0,0,0,0,0,2,1,0,2,0,0,142,142,142,11,12,20,55,65,45,60,55,50,65,70,65,50,0,80,60,65,45,50,40,75,55,65,70,60
Claudio Caniggia,Argentina,#VALUE!,Boca Juniors,0,0,,,,1-   -1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,165,165,160,20,14,14,85,75,45,80,90,75,35,60,50,65,0,40,70,90,100,35,80,80,20,55,15,85
Rodolfo Cardoso,Argentina,27,Boca Juniors,0,0,,,,17-10-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,50,0,0,0,0,2,2,1,0,2,0,148,153,150,12,11,19,80,75,60,75,80,70,50,65,70,15,0,55,80,75,80,60,75,65,75,65,60,65
Christian Dollberg,Argentina,24,Boca Juniors,0,0,,,,3-11-1971,01-07-1996,,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,146,146,131,0,0,14,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
Diego Latorre,Argentina,26,Boca Juniors,0,0,,,,4-8-1969,01-07-1996,,0,0,0,0,0,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,2,2,2,0,2,2,139,166,139,7,16,17,95,75,45,80,95,100,25,45,50,80,0,30,50,50,80,10,85,35,55,25,50,35
Sebastian Rambert,Argentina,22,Boca Juniors,0,0,,,,20-6-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,2,0,2,2,150,190,135,8,11,14,70,65,60,70,70,70,10,50,45,60,0,45,70,70,75,40,85,80,40,50,60,55
Romˇn Riquelme,Argentina,18,Boca Juniors,0,0,,,,24-6-1978,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,180,0,0,0,0,90,100,40,75,90,50,0,0,0,0,0,0,100,0,0,0,90,0,0,0,0,0
Jorge Bermudez,Colombia,25,Boca Juniors,0,0,,,,18-6-1971,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,142,142,117,0,0,15,50,0,85,75,0,0,75,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0
Ronny Van Gompel,Belgium,27,Bocholt,0,0,7,,,9-7-1968,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,0,2,0,0,2,45,55,1,7,5,7,35,20,10,5,25,25,40,15,5,0,0,35,30,45,10,30,25,55,45,25,45,40
Georgi Donkov,Bulgaria,26,Bochum,0,0,,,,2-6-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,1,1,2,140,0,105,6,11,8,60,60,50,45,65,60,40,50,0,20,0,40,45,50,0,45,50,0,50,50,45,35
Torsten Kracht,Germany,28,Bochum,2,0,,,,4-10-1967,01-07-1996,,0,100,100,100,50,50,50,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,2,154,166,107,12,11,18,55,50,55,45,50,50,55,50,50,50,0,0,45,55,50,55,45,50,65,65,60,65
Kai Michalke,Germany,20,Bochum,0,0,,,,5-4-1976,01-07-1996,,0,0,0,0,0,0,0,50,50,50,100,100,100,100,100,100,0,0,0,0,1,2,2,2,1,2,130,138,69,14,12,12,40,45,35,45,70,65,45,35,40,50,0,0,40,45,55,55,70,40,50,50,35,30
Peter Peschel,Germany,24,Bochum,0,0,,,,26-1-1972,01-07-1996,,0,0,0,0,50,0,50,100,100,0,100,100,0,0,0,0,0,0,0,1,2,2,0,2,0,1,140,0,0,13,14,14,50,50,40,45,65,65,55,50,45,40,0,0,40,45,65,55,65,40,70,40,55,40
Mirco Reichel,Germany,25,Bochum,0,0,,,,2-12-1970,01-07-1996,,0,50,50,0,50,0,50,100,100,0,50,50,0,0,0,0,0,0,1,1,2,1,0,1,0,2,135,144,0,10,10,8,40,45,45,40,40,45,55,55,50,40,0,0,40,45,45,45,50,45,65,40,55,50
Thomas Reis,Germany,22,Bochum,0,0,,,,4-10-1973,01-07-1996,,0,0,0,50,0,50,0,0,0,100,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,96,145,94,8,9,20,40,45,50,50,45,45,50,45,55,25,0,0,45,45,40,45,50,40,50,50,45,35
Olaf Schreiber,Germany,26,Bochum,0,0,,,,12-9-1969,01-07-1996,,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,138,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Stickroth,Germany,31,Bochum,0,0,,,,13-4-1965,01-07-1996,,0,100,100,0,50,0,50,100,100,0,50,50,0,0,0,0,0,2,2,1,2,1,0,2,0,2,145,165,97,13,12,14,55,50,50,55,50,60,50,50,55,85,0,0,50,55,50,60,45,70,50,70,60,70
Axel Sundermann,Germany,28,Bochum,0,0,,,,23-1-1968,01-07-1996,,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,2,135,0,0,14,14,18,70,60,65,35,45,60,75,50,60,45,0,0,60,80,60,70,50,75,60,50,75,70
